UID	dnNameType	LAST NAME	FIRST NAME	ALIAS	ALTERNATIVE SPELLING	CATEGORY	TITLE	SUB-CATEGORY	POSITION	AGE	DOB	DOBS	PLACE OF BIRTH	DECEASED	PASSPORTS	SSN	IDENTIFICATION NUMBERS	LOCATIONS	COUNTRIES	CITIZENSHIP	E/I	dnCity	dnState	dnCountry	ENTERED	UPDATED	EDITOR	AGE DATE (AS OF DATE)	KEYWORDS
7358364	Primary	APATE				VESSEL											{INT-IMO}9433016	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7358485	Primary	EMINENT				VESSEL											{INT-IMO}9383950	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7431310	Primary	ALARA				VESSEL											{INT-IMO}9741724	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7431388	Primary	NIKOLAY ANISHCHENKOV				VESSEL											{INT-IMO}9942392	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7634600	Primary	KORYAK FSU				VESSEL											{INT-IMO}9915105	~,~	UNKNOWN	UNKNOWN	E					2025/08/04			EUFSR-RUS~EUFSR-RUS-VES
7634607	Primary	SAAM FSU				VESSEL											{INT-IMO}9915090	~,~	UNKNOWN	UNKNOWN	E					2025/08/04			EUFSR-RUS~EUFSR-RUS-VES
7660484	Primary	SAVITRI				VESSEL											{INT-IMO}9289752	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7689484	Primary	EVITA				VESSEL											{INT-IMO}9408530	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7689860	Primary	SINAR G				VESSEL											{INT-IMO}9323364	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
7701700	Primary	KOALA				VESSEL											{INT-IMO}9234642	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7707482	Primary	MARQUISE				VESSEL											{INT-IMO}9315745	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
7707787	Primary	CENTURION I				VESSEL											{INT-IMO}9436020	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
7709751	Primary	SEALION I				VESSEL											{INT-IMO}9234501	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7713169	Primary	ELEPHANT				VESSEL											{INT-IMO}9374868	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7714670	Primary	MAISAN				VESSEL											{INT-IMO}9289776	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7719523	Primary	NILANGA				VESSEL											{INT-IMO}9412452	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7732184	Primary	NEER 1				VESSEL											{INT-IMO}9224283	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7732184	Alias	NEER 1		Kapal Cantik		VESSEL											{INT-IMO}9224283	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7733960	Primary	AFKADA				VESSEL											{INT-IMO}9311531	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7734778	Primary	KYLO				VESSEL											{INT-IMO}9189146	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7738707	Primary	KAMELOT				VESSEL											{INT-IMO}9265873	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
7738835	Primary	SANDHYA				VESSEL											{INT-IMO}9352195	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7757562	Primary	CARCHARODON				VESSEL											{INT-IMO}9258882	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7759519	Primary	DORIN				VESSEL											{INT-IMO}9290828	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7759519	Alias	DORIN		E Mei Shan		VESSEL											{INT-IMO}9290828	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7759529	Primary	TYAGARAJA				VESSEL											{INT-IMO}9327372	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7759719	Primary	MARIEL				VESSEL											{INT-IMO}9247376	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7759839	Primary	AS CALCUTTA				VESSEL											{INT-IMO}9037123	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
7761209	Primary	REUS				VESSEL											{INT-IMO}9253076	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7767324	Primary	KRUGER				VESSEL											{INT-IMO}9412995	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7775474	Primary	SAGAR VIOLET				VESSEL											{INT-IMO}9292981	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7776650	Primary	TAGOR				VESSEL											{INT-IMO}9282481	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7785121	Primary	ZAMBRA				VESSEL											{INT-IMO}9175078	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7785817	Primary	DENVER				VESSEL											{INT-IMO}9382712	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
7799393	Primary	MD MIRANDA				VESSEL											{INT-IMO}9198290	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7800372	Primary	TURBO VOYAGER				VESSEL											{INT-IMO}9299898	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7817323	Primary	TASTA				VESSEL											{INT-IMO}9307815	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7824945	Primary	SAINT				VESSEL											{INT-IMO}9263198	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7825591	Primary	CRIUS				VESSEL											{INT-IMO}9251274	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7826317	Primary	TEAM				VESSEL											{INT-IMO}9292589	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7829344	Primary	SEZAR				VESSEL											{INT-IMO}9259991	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7829345	Primary	NEXT				VESSEL											{INT-IMO}9286023	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7829360	Primary	WALL				VESSEL											{INT-IMO}9299886	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7829913	Primary	RHEIN				VESSEL											{INT-IMO}9306562	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7829932	Primary	QUARTZ				VESSEL											{INT-IMO}9261401	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
7830098	Primary	VAULT				VESSEL											{INT-IMO}9310707	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7830112	Primary	SOUTH STAR				VESSEL											{INT-IMO}9263186	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7831897	Primary	SIRI				VESSEL											{INT-IMO}9281683	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7836227	Primary	OCEAN 28				VESSEL											{INT-IMO}1021570	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7842471	Primary	HIMALAYA				VESSEL											{INT-IMO}9314882	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7842839	Primary	RYMO				VESSEL											{INT-IMO}9308857	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7842875	Primary	KRISHNA 1				VESSEL											{INT-IMO}9271585	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7843001	Primary	SILVERA				VESSEL											{INT-IMO}9248849	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7845834	Primary	TAI SHAN				VESSEL											{INT-IMO}9405057	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7846258	Primary	DAKSHA				VESSEL											{INT-IMO}9259185	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7846258	Alias	DAKSHA		Hebe		VESSEL											{INT-IMO}9259185	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7846908	Primary	FJORD SEAL				VESSEL											{INT-IMO}9513139	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7846924	Primary	VIEW				VESSEL											{INT-IMO}9271327	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7846924	Alias	VIEW		Cup		VESSEL											{INT-IMO}9271327	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7846927	Primary	DESTAN				VESSEL											{INT-IMO}9388766	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7860023	Primary	AGNI				VESSEL											{INT-IMO}9337389	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7866324	Primary	HE BO				VESSEL											{INT-IMO}9408554	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
7882000	Primary	TONG YUAN				VESSEL											{INT-IMO}9638197	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7891315	Primary	NAN FENG ZHI XING				VESSEL											{INT-IMO}9934498	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7891321	Primary	VASILY LANOVOY				VESSEL											{INT-IMO}9621601	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7893449	Primary	AKADEMIK GUBKIN				VESSEL											{INT-IMO}9842190	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7899877	Primary	REVANCHE				VESSEL											{INT-IMO}9297149	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7911272	Primary	MARINSTRAUM				VESSEL											{INT-IMO}9390317	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7913476	Primary	SOFIA				VESSEL											{INT-IMO}9211999	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7913478	Primary	ATLANTICOS				VESSEL											{INT-IMO}9282986	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
7913479	Primary	PACIFICOS				VESSEL											{INT-IMO}9288930	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
7913480	Primary	NAVIK				VESSEL											{INT-IMO}8920579	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7913481	Primary	MELITO CARRIER				VESSEL											{INT-IMO}8920581	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7913482	Primary	OSTROV RUSSKIY				VESSEL											{INT-IMO}9087714	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7913483	Primary	MARIA				VESSEL											{INT-IMO}9198783	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7913484	Primary	STANISLAV GOVORUKHIN				VESSEL											{INT-IMO}9621596	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7913505	Primary	ZAFAR				VESSEL											{INT-IMO}9720263	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
7913560	Primary	DIGNITY				VESSEL											{INT-IMO}9283241	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7913581	Primary	VOSTOCHNY PROSPECT				VESSEL											{INT-IMO}9866392	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7919688	Primary	IVAN AIVAZOVSKY				VESSEL											{INT-IMO}9876359	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
7919763	Primary	VALENTIN PIKUL				VESSEL											{INT-IMO}9885879	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
7939511	Primary	ARCTIC MULAN				VESSEL											{INT-IMO}9864837	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7939590	Primary	FU HAI WAN				VESSEL											{INT-IMO}9368235	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7939631	Primary	HEIDI A				VESSEL											{INT-IMO}9321976	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7940822	Primary	OSCAR I				VESSEL											{INT-IMO}9314820	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7947523	Primary	CETUS				VESSEL											{INT-IMO}9418482	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7959067	Primary	BODHI				VESSEL											{INT-IMO}9144782	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7959067	Alias	BODHI		Robon		VESSEL											{INT-IMO}9144782	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7959075	Primary	OZANNO				VESSEL											{INT-IMO}9394935	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7959075	Alias	OZANNO		Ocean AMZ		VESSEL											{INT-IMO}9394935	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7975448	Primary	KAVYA				VESSEL											{INT-IMO}9353113	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7975448	Alias	KAVYA		Hana		VESSEL											{INT-IMO}9353113	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7975449	Primary	APAR				VESSEL											{INT-IMO}9402471	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7975449	Alias	APAR		Andromeda Star		VESSEL											{INT-IMO}9402471	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7975449	Alias	APAR		Feng Shou		VESSEL											{INT-IMO}9402471	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7983218	Primary	FAST KATHY				VESSEL											{INT-IMO}9408205	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7983275	Primary	OCEAN FAYE				VESSEL											{INT-IMO}9321689	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7983357	Primary	SEA FIDELITY				VESSEL											{INT-IMO}9285835	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7983420	Primary	SWIFTSEA RIDER				VESSEL											{INT-IMO}9318539	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7985666	Primary	JIN HUI				VESSEL											{INT-IMO}9430272	~,~	UNKNOWN	UNKNOWN	E					2025/12/18			EUFSR-RUS~EUFSR-RUS-VES
7989739	Primary	NURKEZ				VESSEL											{INT-IMO}9253325	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7989741	Primary	MEROPE				VESSEL											{INT-IMO}9281891	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7989743	Primary	AREIA				VESSEL											{INT-IMO}9321847	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7989743	Alias	AREIA		Emily S		VESSEL											{INT-IMO}9321847	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7989829	Primary	VESNA				VESSEL											{INT-IMO}9233349	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7989835	Primary	MIN HANG				VESSEL											{INT-IMO}9257137	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7989840	Primary	NIGHT GLORY				VESSEL											{INT-IMO}9319674	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7992309	Primary	CHENG HE				VESSEL											{INT-IMO}9304629	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7992321	Primary	GLOBAL STAR				VESSEL											{INT-IMO}9198082	~,~	UNKNOWN	UNKNOWN	E					2026/04/24			EUFSR-RUS~EUFSR-RUS-VES
7992327	Primary	LALIQUE				VESSEL											{INT-IMO}9247792	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7992331	Primary	THALIA III				VESSEL											{INT-IMO}9259197	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7992343	Primary	MISSONI				VESSEL											{INT-IMO}9296810	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7992344	Primary	LEONA				VESSEL											{INT-IMO}9299721	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
7992346	Primary	LYRA				VESSEL											{INT-IMO}9314088	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7992350	Primary	KIRA K				VESSEL											{INT-IMO}9346720	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
7992351	Primary	LUCKY FAIRY				VESSEL											{INT-IMO}9348479	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
7992352	Primary	SURREY QUAYS				VESSEL											{INT-IMO}9350654	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
7992353	Primary	LOTUS				VESSEL											{INT-IMO}9392822	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7992353	Alias	LOTUS		Himalayan		VESSEL											{INT-IMO}9392822	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
7999708	Primary	GENJI				VESSEL											{INT-IMO}9289738	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8009423	Primary	NARCISSUS				VESSEL											{INT-IMO}9232931	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8009427	Primary	SINO STAR				VESSEL											{INT-IMO}9263693	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8013127	Primary	LORENA GRAND				VESSEL											{INT-IMO}9288899	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8013134	Primary	LOKOSAO				VESSEL											{INT-IMO}9286657	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8013151	Primary	PETA LUMINA				VESSEL											{INT-IMO}9296391	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8014214	Primary	GOGLAND				VESSEL											{INT-IMO}9430210	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8037364	Primary	FUGA BLUEMARINE				VESSEL											{INT-IMO}9235725	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8037372	Primary	IZOLA				VESSEL											{INT-IMO}9249312	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8059984	Primary	EAST ENERGY				VESSEL											{INT-IMO}9216298	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8060005	Primary	METAGAS EVEREST				VESSEL											{INT-IMO}9243148	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8060008	Primary	NORTH AIR				VESSEL											{INT-IMO}9953509	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8060015	Primary	NORTH MOUNTAIN				VESSEL											{INT-IMO}9953511	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8060023	Primary	NORTH SKY				VESSEL											{INT-IMO}9953523	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8060027	Primary	NORTH WAY				VESSEL											{INT-IMO}9953535	~,~	UNKNOWN	UNKNOWN	E					2025/08/05			EUFSR-RUS~EUFSR-RUS-VES
8116046	Primary	FRUNZE				VESSEL											{INT-IMO}9263643	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8145177	Primary	HENG TAI				VESSEL											{INT-IMO}9419448	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8146102	Primary	CROSS OCEAN				VESSEL											{INT-IMO}9251810	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8154415	Primary	SKADI				VESSEL											{INT-IMO}9230971	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8176596	Primary	NAGARJUNA				VESSEL											{INT-IMO}9299733	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8176624	Primary	XIWANG				VESSEL											{INT-IMO}9317949	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8176629	Primary	EASTERN PEARL				VESSEL											{INT-IMO}9285859	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8176633	Primary	AZURE CELESTE				VESSEL											{INT-IMO}9288722	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8176636	Primary	KUDOS STARS				VESSEL											{INT-IMO}9288710	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8177145	Primary	AURO				VESSEL											{INT-IMO}9288708	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8177145	Alias	AURO		Stratos Aurora		VESSEL											{INT-IMO}9288708	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8177161	Primary	LAHAR				VESSEL											{INT-IMO}9321691	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8179296	Primary	SEA HONOR				VESSEL											{INT-IMO}9315654	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8179303	Primary	VISION				VESSEL											{INT-IMO}9260067	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8179827	Primary	SEAL				VESSEL											{INT-IMO}9252400	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8248149	Primary	BLACK SEA EAGLE				VESSEL											{INT-IMO}9495832	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8263663	Primary	MERCURY				VESSEL											{INT-IMO}9321706	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8263773	Primary	MAINI				VESSEL											{INT-IMO}9319870	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8263967	Primary	STARLIT				VESSEL											{INT-IMO}9257022	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8264000	Primary	UDAYA				VESSEL											{INT-IMO}9288746	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8264031	Primary	RU YI				VESSEL											{INT-IMO}9345623	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
8264062	Primary	OILSTAR				VESSEL											{INT-IMO}9310525	~,~	UNKNOWN	UNKNOWN	E					2025/08/08			EUFSR-RUS~EUFSR-RUS-VES
8264074	Primary	ARYABHATA				VESSEL											{INT-IMO}9319882	~,~	UNKNOWN	UNKNOWN	E					2025/10/23			EUFSR-RUS~EUFSR-RUS-VES
8264091	Primary	JUMBO				VESSEL											{INT-IMO}9290335	~,~	UNKNOWN	UNKNOWN	E					2025/08/06			EUFSR-RUS~EUFSR-RUS-VES
8264111	Primary	FIRN				VESSEL											{INT-IMO}9224441	~,~	UNKNOWN	UNKNOWN	E					2025/10/24			EUFSR-RUS~EUFSR-RUS-VES
8264630	Primary	JALDHARA				VESSEL											{INT-IMO}9304825	~,~	UNKNOWN	UNKNOWN	E					2025/08/07			EUFSR-RUS~EUFSR-RUS-VES
